smiles,value,unit,measurements,value_std,value_range,is_unstable
O=c1oc2cc(O)ccc2c2cc(O)c(O)cc12,7.596199510500652,pIC50,2,0.5266418526249146,0.744784050495447,False
O=c1oc2cc(O)ccc2c2ccc(O)cc12,7.799032337885934,pIC50,2,0.6135025254657229,0.8676235920637705,False
O=c1oc2cc(O)ccc2c2ccccc12,7.7848914189469065,pIC50,1,0.0,0.0,False
O[C@@H]1[C@@H](CSc2c(Cl)cccc2Cl)OC(n2cnc3c(NC4CCOC4)ncnc32)[C@@H]1O,6.991399828238082,pIC50,1,0.0,0.0,False
O[C@@H]1[C@@H](CSc2ncccn2)OC(n2cnc3c(NC4CCOC4)ncnc32)[C@@H]1O,6.039529222465701,pIC50,1,0.0,0.0,False
Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,8.396855627379818,pIC50,1,0.0,0.0,False
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,8.57245252442069,pIC50,2,0.04928608132022873,0.06970104463928983,False
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,7.995135426969334,pIC50,2,0.09737394570013648,0.13770755463091433,False
Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1.[Cl-],7.910801633194851,pIC50,1,0.0,0.0,False
c1ccc(-c2nc3c(-c4nc5ccccc5o4)cccc3o2)cc1,4.0,pIC50,1,0.0,0.0,False
