smiles,value,unit,measurements,value_std,value_range,is_unstable
CC(C)(C)c1cc(O)ccc1O,3.4199878874705756,pIC50,1,0.0,0.0,False
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,7.364516253185088,pIC50,1,0.0,0.0,False
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,3.747875447494356,pIC50,1,0.0,0.0,False
COc1cc(C(CO)C(OC)c2ccc3c(c2)C(CO)C(c2ccc(O)c(OC)c2)O3)ccc1O,7.931814138253838,pIC50,1,0.0,0.0,False
COc1cc(C2c3cc(O)c(OC)cc3CC3C(=O)OCC32)ccc1O,7.42712839779952,pIC50,1,0.0,0.0,False
COc1cc(CC(CO)C(CO)Cc2ccc(O)c(OC)c2)ccc1O,7.471083299722345,pIC50,1,0.0,0.0,False
COc1cc(CC(COC2OC(CO)C(O)C(O)C2O)C(COC2OC(CO)C(O)C(O)C2O)Cc2ccc(O)c(OC)c2)ccc1O,7.7055337738384075,pIC50,1,0.0,0.0,False
COc1ccc2c(c1O)-c1c(O)c(OC)cc3c1C(C2)[N+](C)(C)CC3,7.199970640755866,pIC50,1,0.0,0.0,False
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,7.7121982700697735,pIC50,1,0.0,0.0,False
O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,-0.7993405494535817,pIC50,1,0.0,0.0,False
O=C(C=Cc1ccc(O)c(O)c1)OCc1ccccc1,-0.534026106056135,pIC50,1,0.0,0.0,False
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,-0.6334684555795865,pIC50,1,0.0,0.0,False
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,-1.8182258936139555,pIC50,1,0.0,0.0,False
O=C(CCc1ccc(O)cc1)c1c(O)cc(OC2OC(CO)C(O)C(O)C2O)cc1O,-1.2405492482825997,pIC50,1,0.0,0.0,False
O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,7.324221658325915,pIC50,1,0.0,0.0,False
OCC(Cc1cccc(O)c1)C(CO)Cc1cccc(O)c1,7.338187314462739,pIC50,1,0.0,0.0,False
