smiles,value,unit,measurements,value_std,value_range,is_unstable
COc1cc(C2c3cc(O)c(OC)cc3CC3C(=O)OCC32)ccc1O,7.184674980593573,pIC50,1,0.0,0.0,False
COc1cc(C=CC(=O)O)cc(OC)c1O,-1.507855871695831,pIC50,1,0.0,0.0,False
COc1cc(C=CC(=O)O)ccc1O,4.71331903064507,pIC50,1,0.0,0.0,False
COc1cc(C=CC(=O)OC2C(OC3C(Oc4cc5c(cc4O)[N+](=CC=C4C=C(C(=O)O)NC(C(=O)O)C4)C(C(=O)[O-])C5)OC(CO)C(O)C3O)OC(C(=O)O)C(O)C2O)ccc1O,5.146910470148135,pIC50,1,0.0,0.0,False
COc1cc(C=CC(=O)OCC(C)C)ccc1O,-1.7505083948513462,pIC50,1,0.0,0.0,False
COc1cc(C=CC(=O)OCC2OC(Oc3cc4c(cc3O)CC(C(=O)O)N4C=CC3=CC(C(=O)O)=NC(C(=O)O)C3)C(O)C(O)C2O)ccc1O,5.386158178123931,pIC50,1,0.0,0.0,False
COc1cc(CC(CO)C(CO)Cc2ccc(O)c(OC)c2)ccc1O,7.408708066690462,pIC50,1,0.0,0.0,False
COc1cc(CC(COC2OC(CO)C(O)C(O)C2O)C(COC2OC(CO)C(O)C(O)C2O)Cc2ccc(O)c(OC)c2)ccc1O,7.607085205116965,pIC50,1,0.0,0.0,False
COc1cc(CC2C(=O)OCC2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)ccc1O,6.555955204081924,pIC50,1,0.0,0.0,False
COc1cc(CC2COC(=O)C2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)ccc1O,6.7121982700697735,pIC50,1,0.0,0.0,False
COc1cc(CC2COC(c3ccc(O)c(OC)c3)C2CO)ccc1O,7.20690839982342,pIC50,1,0.0,0.0,False
COc1cc(CCCO)ccc1O,6.747389659432627,pIC50,1,0.0,0.0,False
COc1cc(O)ccc1OC1OC(CO)C(O)C(O)C1O,3.886056647693163,pIC50,1,0.0,0.0,False
COc1cc(OC2OC(CO)C(O)C(O)C2O)ccc1O,4.075720713938118,pIC50,1,0.0,0.0,False
COc1cc2c(cc1O)C(c1cc(OC)c(O)c(OC)c1)C(CO)C(CO)C2,7.073143291050307,pIC50,1,0.0,0.0,False
COc1cc2ccc(=O)oc2c(O)c1O,4.399027104313252,pIC50,1,0.0,0.0,False
COc1ccc(CC2C(=O)OCC2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1O,6.42021640338319,pIC50,1,0.0,0.0,False
